season,matchid,player,playerid,eventtype,minute,team
2017-2018,6d059e4e,Diafra Sakho,57c433c8,goal,90,h
2017-2018,9ebfd27b,Kevin De Bruyne,e46012d4,goal,67,a
2017-2018,304dc26b,Nacho Monreal,d4cb83cc,goal,16,h
2017-2018,304dc26b,Alex Iwobi,6ca5ec4b,goal,56,h
2017-2018,275000a3,Jeff Hendrick,989d5705,goal,21,a
2017-2018,b1b3ecb9,Joselu,6265208f,goal,36,h
2017-2018,b1b3ecb9,Philippe Coutinho,0ef89a37,goal,29,a
2017-2018,dfe3c484,Tammy Abraham,f586779e,goal,42,h
2017-2018,dfe3c484,Tammy Abraham,f586779e,goal,48,h
2017-2018,0e98ac46,Christian Eriksen,980522ec,goal,47,h
2017-2018,70d64db2,César Azpilicueta,53cad200,own_goal,11,h
2017-2018,70d64db2,Wilfried Zaha,b2bc3b1f,goal,45,h
2017-2018,70d64db2,Tiemoué Bakayoko,59bf127b,goal,18,a
2017-2018,1cf63700,Chris Wood,4e9a0555,goal,85,h
2017-2018,1cf63700,Michail Antonio,ac05f970,goal,19,a
2017-2018,1cf63700,Andy Carroll,b581987a,yellow_red_card,27,a
2017-2018,f81f42ed,Gabriel Jesus,b66315ae,goal,17,h
2017-2018,f81f42ed,Raheem Sterling,b400bde0,goal,19,h
2017-2018,f81f42ed,David Silva,e2716bd0,goal,27,h
2017-2018,f81f42ed,Gabriel Jesus,b66315ae,goal,55,h
2017-2018,f81f42ed,Fernandinho,101da2b5,goal,60,h
2017-2018,f81f42ed,Leroy Sané,2b114be3,goal,62,h
2017-2018,f81f42ed,Bernardo Silva,3eb22ec9,goal,79,h
2017-2018,f81f42ed,Mame Biram Diouf,7f4f3e49,goal,44,a
2017-2018,f81f42ed,Kyle Walker,86dd77d1,own_goal,47,a
2017-2018,f18931d9,Troy Deeney,82e34b69,penalty_goal,71,h
2017-2018,f18931d9,Tom Cleverley,6cdd8245,goal,90+2,h
2017-2018,f18931d9,Per Mertesacker,5be28712,goal,39,a
2017-2018,1585521f,Anthony Knockaert,6c679c6d,goal,82,h
2017-2018,1585521f,Wayne Rooney,f07be45a,penalty_goal,90,a
2017-2018,a479dc92,Manolo Gabbiadini,8f866fe8,goal,49,h
2017-2018,a479dc92,Manolo Gabbiadini,8f866fe8,penalty_goal,75,h
2017-2018,a479dc92,Isaac Hayden,c951a6df,goal,20,a
2017-2018,a479dc92,Ayoze Pérez,819aa8e7,goal,51,a
2017-2018,199aafa3,Riyad Mahrez,892d5bb1,goal,80,h
2017-2018,199aafa3,Nacer Chadli,5b54bf3b,goal,63,a
2017-2018,2f83e2ec,Glenn Murray,f2f29dda,goal,10,a
2017-2018,2f83e2ec,José Izquierdo,ca2bc3df,goal,45+2,a
2017-2018,2f83e2ec,Glenn Murray,f2f29dda,penalty_goal,75,a
2017-2018,048d192d,Pedro,3ca7254a,goal,12,h
2017-2018,048d192d,Michy Batshuayi,2973d8ff,goal,71,h
2017-2018,048d192d,César Azpilicueta,53cad200,goal,87,h
2017-2018,048d192d,Michy Batshuayi,2973d8ff,goal,90+5,h
2017-2018,048d192d,Abdoulaye Doucouré,02b29014,goal,45+2,a
2017-2018,048d192d,Roberto Pereyra,75f2c59f,goal,49,a
2017-2018,78a41b8a,Alfie Mawson,d368feb8,goal,56,h
2017-2018,78a41b8a,Federico Fernández,f25b010f,own_goal,24,a
2017-2018,78a41b8a,Shinji Okazaki,68796d61,goal,49,a
2017-2018,ab9171ec,Mikel Merino,d080ed5e,goal,86,h
2017-2018,11c702a4,Sergio Agüero,4d034881,penalty_goal,30,h
2017-2018,11c702a4,Nicolás Otamendi,0d267745,goal,73,h
2017-2018,11c702a4,Leroy Sané,2b114be3,goal,75,h
2017-2018,7da1fc42,Mame Biram Diouf,7f4f3e49,goal,63,h
2017-2018,7da1fc42,Andrew Surman,7d41b619,goal,16,a
2017-2018,7da1fc42,Junior Stanislas,6992791d,penalty_goal,18,a
2017-2018,155ed776,Aaron Mooy,47b7e3af,goal,28,h
2017-2018,155ed776,Laurent Depoitre,aa5859cb,goal,33,h
2017-2018,155ed776,Marcus Rashford,a1d5bd30,goal,78,a
2017-2018,424a0e74,Sofiane Boufal,b0c71810,goal,85,h
2017-2018,73da64ff,Wayne Rooney,f07be45a,goal,12,h
2017-2018,73da64ff,Idrissa Gana Gueye,72c812f3,yellow_red_card,68,h
2017-2018,73da64ff,Oumar Niasse,af721f98,goal,90+3,h
2017-2018,73da64ff,Nacho Monreal,d4cb83cc,goal,40,a
2017-2018,73da64ff,Mesut Özil,16380240,goal,53,a
2017-2018,73da64ff,Alexandre Lacazette,9dbb75ca,goal,74,a
2017-2018,73da64ff,Aaron Ramsey,ef619b0b,goal,90,a
2017-2018,73da64ff,Alexis Sánchez,2c0f8e9e,goal,90+5,a
2017-2018,b43525f5,Harry Kane,21a66f6a,goal,4,h
2017-2018,b43525f5,Son Heung-min,92e7e919,goal,12,h
2017-2018,b43525f5,Dele Alli,cea4ee8f,goal,45+3,h
2017-2018,b43525f5,Harry Kane,21a66f6a,goal,56,h
2017-2018,b43525f5,Mohamed Salah,e342ad68,goal,24,a
2017-2018,11f75bcb,Anthony Martial,8b788c01,goal,81,h
2017-2018,9e2f900f,Daniel Sturridge,1b7ec703,goal,50,h
2017-2018,9e2f900f,Roberto Firmino,4c370d81,goal,58,h
2017-2018,9e2f900f,Georginio Wijnaldum,eb58eef0,goal,75,h
2017-2018,4ee00470,Luka Milivojević,2ce2508a,penalty_goal,50,h
2017-2018,4ee00470,Wilfried Zaha,b2bc3b1f,goal,90+7,h
2017-2018,4ee00470,Javier Hernández,189cee7b,goal,31,a
2017-2018,4ee00470,André Ayew,5dbefa9d,goal,43,a
2017-2018,fdbbce69,Jay Rodriguez,4ab53cdb,goal,13,h
2017-2018,fdbbce69,Matt Phillips,7bb5f40e,goal,90+2,h
2017-2018,fdbbce69,Leroy Sané,2b114be3,goal,10,a
2017-2018,fdbbce69,Fernandinho,101da2b5,goal,15,a
2017-2018,fdbbce69,Raheem Sterling,b400bde0,goal,64,a
2017-2018,3424d0e6,Sead Kolašinac,3935e52e,goal,51,h
2017-2018,3424d0e6,Aaron Ramsey,ef619b0b,goal,58,h
2017-2018,3424d0e6,Sam Clucas,987718f5,goal,22,a
2017-2018,7834b95f,Darren Fletcher,184e4970,goal,16,a
2017-2018,6eb8787a,Eden Hazard,a39bb753,goal,51,a
2017-2018,864d3ffd,Glenn Murray,f2f29dda,goal,52,h
2017-2018,864d3ffd,Steven Davis,cf15bbb1,goal,7,a
2017-2018,f6cf8af5,Jamie Vardy,45963054,goal,18,h
2017-2018,f6cf8af5,Demarai Gray,4468ec10,goal,29,h
2017-2018,d41003f2,Jeff Hendrick,989d5705,goal,74,h
2017-2018,3cefdf58,Xherdan Shaqiri,6421ec64,goal,39,h
2017-2018,3cefdf58,Peter Crouch,73d9bdc7,goal,73,h
2017-2018,3cefdf58,Vicente Iborra,ad1ffcfd,goal,33,a
2017-2018,3cefdf58,Riyad Mahrez,892d5bb1,goal,60,a
2017-2018,2849b3bf,Sam Vokes,1d6ac165,goal,81,a
2017-2018,4282f27d,Glenn Murray,f2f29dda,goal,29,a
2017-2018,b2dc70f2,Steve Cook,3e5e4e63,goal,90+2,a
2017-2018,b2cc19bf,Rajiv van La Parra,1931bde9,goal,44,h
2017-2018,b2cc19bf,Christopher Schindler,8ae9869d,yellow_red_card,57,h
2017-2018,172202bc,Manuel Lanzini,26f6dca8,goal,55,h
2017-2018,172202bc,Mohamed Salah,e342ad68,goal,21,a
2017-2018,172202bc,Joël Matip,b217ef29,goal,24,a
2017-2018,172202bc,Alex Oxlade-Chamberlain,38c7feef,goal,56,a
2017-2018,172202bc,Mohamed Salah,e342ad68,goal,75,a
2017-2018,c91bcebc,Son Heung-min,92e7e919,goal,64,h
2017-2018,03da14dd,Kevin De Bruyne,e46012d4,goal,19,h
2017-2018,03da14dd,Sergio Agüero,4d034881,penalty_goal,50,h
2017-2018,03da14dd,Gabriel Jesus,b66315ae,goal,74,h
2017-2018,03da14dd,Alexandre Lacazette,9dbb75ca,goal,65,a
2017-2018,113bc344,Oumar Niasse,af721f98,goal,67,h
2017-2018,113bc344,Dominic Calvert-Lewin,59e6e5bf,goal,74,h
2017-2018,113bc344,Leighton Baines,b18095b6,penalty_goal,90+1,h
2017-2018,113bc344,Richarlison,fa031b34,goal,46,a
2017-2018,113bc344,Christian Kabasele,914ab9a1,goal,64,a
2017-2018,70104ce7,Álvaro Morata,129af0db,goal,55,h
2017-2018,ae345878,Shkodran Mustafi,3f2d59fe,goal,36,h
2017-2018,ae345878,Alexis Sánchez,2c0f8e9e,goal,41,h
2017-2018,5e8ab70a,Callum Wilson,c596fcb0,goal,26,h
2017-2018,5e8ab70a,Callum Wilson,c596fcb0,goal,31,h
2017-2018,5e8ab70a,Simon Francis,1e0b6a73,yellow_red_card,45+4,h
2017-2018,5e8ab70a,Harry Arter,2f4c5a52,goal,70,h
2017-2018,5e8ab70a,Callum Wilson,c596fcb0,goal,84,h
2017-2018,807a3956,Jack Cork,74e12f1e,goal,29,h
2017-2018,807a3956,Ashley Barnes,2691c772,goal,40,h
2017-2018,fd125d0b,Gabriel Jesus,b66315ae,goal,45,a
2017-2018,fd125d0b,Kevin De Bruyne,e46012d4,goal,49,a
2017-2018,a96b0eaa,James McArthur,cee31595,goal,1,h
2017-2018,a96b0eaa,Wilfried Zaha,b2bc3b1f,goal,35,h
2017-2018,a96b0eaa,Leighton Baines,b18095b6,penalty_goal,6,a
2017-2018,a96b0eaa,Oumar Niasse,af721f98,goal,45+1,a
2017-2018,499d50ec,Álvaro Morata,129af0db,goal,17,a
2017-2018,499d50ec,Eden Hazard,a39bb753,goal,23,a
2017-2018,499d50ec,Marcos Alonso,f4290206,goal,38,a
2017-2018,499d50ec,Eden Hazard,a39bb753,goal,62,a
2017-2018,78df644e,Mohamed Salah,e342ad68,goal,31,h
2017-2018,78df644e,Mohamed Salah,e342ad68,goal,41,h
2017-2018,78df644e,Philippe Coutinho,0ef89a37,goal,68,h
2017-2018,a624cbc4,Anthony Martial,8b788c01,goal,37,h
2017-2018,a624cbc4,Chris Smalling,b6964eb6,goal,45+1,h
2017-2018,a624cbc4,Paul Pogba,867239d3,goal,54,h
2017-2018,a624cbc4,Romelu Lukaku,5eae500a,goal,70,h
2017-2018,a624cbc4,Dwight Gayle,e58a03c6,goal,14,a
2017-2018,236c48b6,Will Hughes,a0666d3e,goal,11,h
2017-2018,236c48b6,Richarlison,fa031b34,goal,64,h
2017-2018,77995c06,Pascal Groß,8aec0537,goal,44,h
2017-2018,77995c06,José Izquierdo,ca2bc3df,goal,60,h
2017-2018,77995c06,Eric Maxim Choupo-Moting,0e6bc38c,goal,28,a
2017-2018,77995c06,Kurt Zouma,ce4246f5,goal,45+1,a
2017-2018,3ac99526,Cheikhou Kouyaté,8d3c902d,goal,45,h
2017-2018,3ac99526,Marc Albrighton,b827d5b3,goal,8,a
2017-2018,8d061522,Lewis Dunk,282f75f3,own_goal,66,h
2017-2018,0ea2d13d,Harry Kane,21a66f6a,goal,74,h
2017-2018,0ea2d13d,Salomón Rondón,b318a643,goal,4,a
2017-2018,dfc83a02,Will Hughes,a0666d3e,goal,19,a
2017-2018,dfc83a02,DeAndre Yedlin,ae0a7ddf,own_goal,45+1,a
2017-2018,dfc83a02,Andre Gray,c24dba2a,goal,62,a
2017-2018,d6d1f3dc,Ruben Loftus-Cheek,e97fd090,goal,56,h
2017-2018,d6d1f3dc,Mamadou Sakho,87935cf3,goal,90+2,h
2017-2018,d6d1f3dc,Xherdan Shaqiri,6421ec64,goal,53,a
2017-2018,aa480195,Mohamed Salah,e342ad68,goal,65,h
2017-2018,aa480195,Willian,8b9ebd03,goal,85,a
2017-2018,24bc9343,Dušan Tadić,2475dcc6,goal,18,h
2017-2018,24bc9343,Charlie Austin,8d228291,goal,52,h
2017-2018,24bc9343,Charlie Austin,8d228291,goal,58,h
2017-2018,24bc9343,Steven Davis,cf15bbb1,goal,87,h
2017-2018,24bc9343,Gylfi Sigurðsson,76dd1480,goal,45,a
2017-2018,0ad47126,Alexis Sánchez,2c0f8e9e,penalty_goal,90+2,a
2017-2018,c150919a,Nicolás Otamendi,0d267745,own_goal,45+1,h
2017-2018,c150919a,Rajiv van La Parra,1931bde9,red_card,90+6,h
2017-2018,c150919a,Sergio Agüero,4d034881,penalty_goal,47,a
2017-2018,c150919a,Raheem Sterling,b400bde0,goal,84,a
2017-2018,49a854c5,Jamie Vardy,45963054,goal,13,h
2017-2018,49a854c5,Riyad Mahrez,892d5bb1,goal,45+1,h
2017-2018,49a854c5,Harry Kane,21a66f6a,goal,79,a
2017-2018,c9a6291f,Hal Robson-Kanu,fb2dec57,goal,45+1,h
2017-2018,c9a6291f,Sam Field,bd8a7d05,goal,56,h
2017-2018,c9a6291f,Ciaran Clark,2b91cf8e,goal,59,a
2017-2018,c9a6291f,Jonny Evans,f8fcd2a5,own_goal,83,a
2017-2018,1a4b3369,Troy Deeney,82e34b69,penalty_goal,77,h
2017-2018,1a4b3369,Abdoulaye Doucouré,02b29014,goal,84,h
2017-2018,1a4b3369,Ashley Young,be927d03,goal,19,a
2017-2018,1a4b3369,Ashley Young,be927d03,goal,25,a
2017-2018,1a4b3369,Anthony Martial,8b788c01,goal,32,a
2017-2018,1a4b3369,Jesse Lingard,810e3c74,goal,86,a
2017-2018,5765760d,Alexandre Lacazette,9dbb75ca,goal,3,h
2017-2018,5765760d,Olivier Giroud,16ceb862,goal,68,h
2017-2018,5765760d,Alexis Sánchez,2c0f8e9e,goal,69,h
2017-2018,5765760d,Mesut Özil,16380240,goal,72,h
2017-2018,5765760d,Olivier Giroud,16ceb862,goal,87,h
2017-2018,0f0e0f7f,Joshua King,43458538,goal,79,h
2017-2018,0f0e0f7f,Chris Wood,4e9a0555,goal,37,a
2017-2018,0f0e0f7f,Robbie Brady,96bb8cc2,goal,65,a
2017-2018,0d60e1e4,Antonio Rüdiger,18b896d6,goal,55,h
2017-2018,21c13e13,Sadio Mané,c691bfe2,goal,17,a
2017-2018,21c13e13,Mohamed Salah,e342ad68,goal,77,a
2017-2018,21c13e13,Mohamed Salah,e342ad68,goal,83,a
2017-2018,cb554100,Kevin De Bruyne,e46012d4,goal,47,h
2017-2018,cb554100,Raheem Sterling,b400bde0,goal,90+6,h
2017-2018,cb554100,Oriol Romeu,4b511457,goal,75,a
2017-2018,a302fbdd,Wayne Rooney,f07be45a,goal,18,h
2017-2018,a302fbdd,Wayne Rooney,f07be45a,goal,28,h
2017-2018,a302fbdd,Wayne Rooney,f07be45a,goal,66,h
2017-2018,a302fbdd,Ashley Williams,a498e276,goal,78,h
2017-2018,66efb2b9,Eden Hazard,a39bb753,goal,21,h
2017-2018,66efb2b9,Álvaro Morata,129af0db,goal,33,h
2017-2018,66efb2b9,Eden Hazard,a39bb753,penalty_goal,74,h
2017-2018,66efb2b9,Dwight Gayle,e58a03c6,goal,12,a
2017-2018,cfc62400,Gylfi Sigurðsson,76dd1480,goal,47,h
2017-2018,cfc62400,Dominic Calvert-Lewin,59e6e5bf,goal,73,h
2017-2018,92a410a2,Glenn Murray,f2f29dda,penalty_goal,51,h
2017-2018,92a410a2,Emre Can,a65ce836,goal,30,a
2017-2018,92a410a2,Roberto Firmino,4c370d81,goal,31,a
2017-2018,92a410a2,Roberto Firmino,4c370d81,goal,48,a
2017-2018,92a410a2,Philippe Coutinho,0ef89a37,goal,87,a
2017-2018,92a410a2,Lewis Dunk,282f75f3,own_goal,89,a
2017-2018,fbda6872,Demarai Gray,4468ec10,goal,6,h
2017-2018,0dbc6a97,Christian Kabasele,914ab9a1,goal,13,h
2017-2018,0dbc6a97,Son Heung-min,92e7e919,goal,25,a
2017-2018,0dbc6a97,Davinson Sánchez,da7b447d,red_card,52,a
2017-2018,83bc0290,Xherdan Shaqiri,6421ec64,goal,36,h
2017-2018,83bc0290,Mame Biram Diouf,7f4f3e49,goal,40,h
2017-2018,83bc0290,Wilfried Bony,61abe9b6,goal,3,a
2017-2018,baa538cc,Alexandre Lacazette,9dbb75ca,goal,49,h
2017-2018,baa538cc,Antonio Valencia,08aa17d0,goal,4,a
2017-2018,baa538cc,Jesse Lingard,810e3c74,goal,11,a
2017-2018,baa538cc,Jesse Lingard,810e3c74,goal,63,a
2017-2018,baa538cc,Paul Pogba,867239d3,red_card,74,a
2017-2018,3a114119,Ryan Fraser,d56543a0,goal,42,h
2017-2018,3a114119,Charlie Austin,8d228291,goal,61,a
2017-2018,7c65617e,Nicolás Otamendi,0d267745,goal,57,h
2017-2018,7c65617e,David Silva,e2716bd0,goal,83,h
2017-2018,7c65617e,Angelo Ogbonna,74b2cd7e,goal,44,a
2017-2018,efda9b14,Marko Arnautović,00459419,goal,6,h
2017-2018,4aa97fef,Luka Milivojević,2ce2508a,penalty_goal,41,h
2017-2018,4aa97fef,Scott Dann,52105203,goal,44,h
2017-2018,4aa97fef,Jermain Defoe,f1e8372d,goal,10,a
2017-2018,4aa97fef,Jermain Defoe,f1e8372d,goal,45+3,a
2017-2018,db3b2aca,Scott Arfield,b1313ec4,goal,45,h
2017-2018,db3b2aca,Marvin Zeegelaar,8abd0c03,red_card,39,a
2017-2018,a91a2bf3,Ryan Shawcross,285a3d44,own_goal,21,h
2017-2018,a91a2bf3,Son Heung-min,92e7e919,goal,53,h
2017-2018,a91a2bf3,Harry Kane,21a66f6a,goal,54,h
2017-2018,a91a2bf3,Harry Kane,21a66f6a,goal,65,h
2017-2018,a91a2bf3,Christian Eriksen,980522ec,goal,74,h
2017-2018,a91a2bf3,Ryan Shawcross,285a3d44,goal,80,a
2017-2018,1e0cec3d,Steve Mounié,19ba6c6d,goal,12,h
2017-2018,1e0cec3d,Steve Mounié,19ba6c6d,goal,43,h
2017-2018,dbcf5536,Wilfried Bony,61abe9b6,goal,81,h
2017-2018,14f71230,Joselu,6265208f,goal,4,h
2017-2018,14f71230,Dwight Gayle,e58a03c6,goal,73,h
2017-2018,14f71230,Riyad Mahrez,892d5bb1,goal,20,a
2017-2018,14f71230,Demarai Gray,4468ec10,goal,60,a
2017-2018,14f71230,Ayoze Pérez,819aa8e7,own_goal,86,a
2017-2018,8a233cbd,Charlie Austin,8d228291,goal,3,h
2017-2018,8a233cbd,Olivier Giroud,16ceb862,goal,88,a
2017-2018,347ec791,Mohamed Salah,e342ad68,goal,42,h
2017-2018,347ec791,Wayne Rooney,f07be45a,penalty_goal,77,a
2017-2018,52419e39,Marcus Rashford,a1d5bd30,goal,45+2,h
2017-2018,52419e39,David Silva,e2716bd0,goal,43,a
2017-2018,52419e39,Nicolás Otamendi,0d267745,goal,54,a
2017-2018,8ff402f4,Ashley Barnes,2691c772,goal,89,h
2017-2018,099b2800,Bakary Sako,381d7d54,goal,89,h
2017-2018,099b2800,James McArthur,cee31595,goal,90+2,h
2017-2018,099b2800,Daryl Janmaat,45da6694,goal,3,a
2017-2018,099b2800,Tom Cleverley,6cdd8245,yellow_red_card,87,a
2017-2018,6e0cc46e,Laurent Depoitre,aa5859cb,goal,90+2,h
2017-2018,6e0cc46e,Tiemoué Bakayoko,59bf127b,goal,23,a
2017-2018,6e0cc46e,Willian,8b9ebd03,goal,43,a
2017-2018,6e0cc46e,Pedro,3ca7254a,goal,50,a
2017-2018,f7ddcac0,David Silva,e2716bd0,goal,27,a
2017-2018,f7ddcac0,Kevin De Bruyne,e46012d4,goal,34,a
2017-2018,f7ddcac0,David Silva,e2716bd0,goal,52,a
2017-2018,f7ddcac0,Sergio Agüero,4d034881,goal,85,a
2017-2018,d4cf1115,Maya Yoshida,caffaf5a,goal,61,h
2017-2018,d4cf1115,Riyad Mahrez,892d5bb1,goal,11,a
2017-2018,d4cf1115,Shinji Okazaki,68796d61,goal,32,a
2017-2018,d4cf1115,Andy King,d790907f,goal,38,a
2017-2018,d4cf1115,Shinji Okazaki,68796d61,goal,69,a
2017-2018,73b5607f,Jonjo Shelvey,3727dd3c,yellow_red_card,90+4,h
2017-2018,73b5607f,Wayne Rooney,f07be45a,goal,27,a
2017-2018,eaf5939d,Romelu Lukaku,5eae500a,goal,25,h
2017-2018,8ca205ce,Serge Aurier,5c2b4f07,goal,40,h
2017-2018,8ca205ce,Son Heung-min,92e7e919,goal,87,h
2017-2018,029fd911,Wilfred Ndidi,6b47c5db,yellow_red_card,61,h
2017-2018,029fd911,Christian Benteke,ab070c55,goal,19,a
2017-2018,029fd911,Wilfried Zaha,b2bc3b1f,goal,40,a
2017-2018,029fd911,Bakary Sako,381d7d54,goal,90+4,a
2017-2018,178a7528,Troy Deeney,82e34b69,red_card,33,h
2017-2018,178a7528,Abdoulaye Doucouré,02b29014,goal,68,h
2017-2018,178a7528,Elias Kachunga,5bddccc9,goal,6,a
2017-2018,178a7528,Aaron Mooy,47b7e3af,goal,23,a
2017-2018,178a7528,Laurent Depoitre,aa5859cb,goal,50,a
2017-2018,178a7528,Jonathan Hogg,9306d5ea,yellow_red_card,61,a
2017-2018,178a7528,Aaron Mooy,47b7e3af,penalty_goal,89,a
2017-2018,2d7430b9,Mesut Özil,16380240,goal,23,h
2017-2018,cd98063b,Marcos Alonso,f4290206,goal,45+3,h
2017-2018,17329e19,Mark Noble,ff527768,penalty_goal,19,a
2017-2018,17329e19,Marko Arnautović,00459419,goal,75,a
2017-2018,17329e19,Diafra Sakho,57c433c8,goal,86,a
2017-2018,6b423cc3,İlkay Gündoğan,819b3158,goal,14,h
2017-2018,6b423cc3,Kevin De Bruyne,e46012d4,goal,70,h
2017-2018,6b423cc3,Raheem Sterling,b400bde0,goal,80,h
2017-2018,6b423cc3,Raheem Sterling,b400bde0,goal,90,h
2017-2018,6b423cc3,Christian Eriksen,980522ec,goal,90+3,a
2017-2018,097569a9,Gareth Barry,7dbbe367,goal,77,h
2017-2018,097569a9,Romelu Lukaku,5eae500a,goal,27,a
2017-2018,097569a9,Jesse Lingard,810e3c74,goal,35,a
2017-2018,790f1ce3,Philippe Coutinho,0ef89a37,goal,20,a
2017-2018,790f1ce3,Dejan Lovren,1a2935f6,goal,26,a
2017-2018,790f1ce3,Mohamed Salah,e342ad68,goal,44,a
2017-2018,790f1ce3,Roberto Firmino,4c370d81,goal,66,a
2017-2018,34b9d0ea,Dominic Calvert-Lewin,59e6e5bf,goal,45+2,h
2017-2018,34b9d0ea,Gylfi Sigurðsson,76dd1480,goal,64,h
2017-2018,34b9d0ea,Wayne Rooney,f07be45a,penalty_goal,73,h
2017-2018,34b9d0ea,Leroy Fer,3cefa66a,goal,35,a
2017-2018,12c55371,Alexis Sánchez,2c0f8e9e,goal,53,h
2017-2018,12c55371,Granit Xhaka,e61b8aee,goal,56,h
2017-2018,12c55371,Mesut Özil,16380240,goal,58,h
2017-2018,12c55371,Philippe Coutinho,0ef89a37,goal,26,a
2017-2018,12c55371,Mohamed Salah,e342ad68,goal,52,a
2017-2018,12c55371,Roberto Firmino,4c370d81,goal,71,a
2017-2018,6ea3edf9,Charlie Austin,8d228291,goal,24,h
2017-2018,6ea3edf9,Laurent Depoitre,aa5859cb,goal,64,a
2017-2018,49d4cefb,Jordan Ayew,da052c14,goal,77,h
2017-2018,49d4cefb,Luka Milivojević,2ce2508a,penalty_goal,59,a
2017-2018,07776252,Joe Allen,9feb8f24,goal,19,h
2017-2018,07776252,Eric Maxim Choupo-Moting,0e6bc38c,goal,45+2,h
2017-2018,07776252,Ramadan Sobhi,98be0d02,goal,90+5,h
2017-2018,07776252,Salomón Rondón,b318a643,goal,51,a
2017-2018,f30add1b,Marko Arnautović,00459419,goal,6,h
2017-2018,f30add1b,André Ayew,5dbefa9d,goal,69,h
2017-2018,f30add1b,Henri Saivet,f3709655,goal,10,a
2017-2018,f30add1b,Mohamed Diamé,b7d082af,goal,53,a
2017-2018,f30add1b,Christian Atsu,8816329f,goal,61,a
2017-2018,409da328,Pascal Groß,8aec0537,goal,64,h
2017-2018,8b61dc89,Sergio Agüero,4d034881,goal,27,h
2017-2018,8b61dc89,Raheem Sterling,b400bde0,goal,53,h
2017-2018,8b61dc89,Sergio Agüero,4d034881,goal,79,h
2017-2018,8b61dc89,Danilo,94b2001f,goal,85,h
2017-2018,c82015ec,Harry Kane,21a66f6a,penalty_goal,7,a
2017-2018,c82015ec,Harry Kane,21a66f6a,goal,69,a
2017-2018,c82015ec,Harry Kane,21a66f6a,goal,79,a
2017-2018,1913bdd6,Jamie Vardy,45963054,goal,27,h
2017-2018,1913bdd6,Daniel Amartey,1a4ef233,yellow_red_card,73,h
2017-2018,1913bdd6,Harry Maguire,d8931174,goal,90+4,h
2017-2018,1913bdd6,Juan Mata,29733c72,goal,40,a
2017-2018,1913bdd6,Juan Mata,29733c72,goal,60,a
2017-2018,ef6aade1,Harry Kane,21a66f6a,goal,22,h
2017-2018,ef6aade1,Harry Kane,21a66f6a,goal,39,h
2017-2018,ef6aade1,Dele Alli,cea4ee8f,goal,49,h
2017-2018,ef6aade1,Son Heung-min,92e7e919,goal,51,h
2017-2018,ef6aade1,Harry Kane,21a66f6a,goal,67,h
2017-2018,ef6aade1,Sofiane Boufal,b0c71810,goal,64,a
2017-2018,ef6aade1,Dušan Tadić,2475dcc6,goal,82,a
2017-2018,c892dd25,Tom Ince,67d23ab0,goal,10,h
2017-2018,c892dd25,Ramadan Sobhi,98be0d02,goal,60,a
2017-2018,0abc466b,Dan Gosling,7fec31a0,goal,29,h
2017-2018,0abc466b,Nathan Aké,eaeca114,goal,57,h
2017-2018,0abc466b,Callum Wilson,c596fcb0,goal,90+3,h
2017-2018,0abc466b,James Collins,c61f1719,goal,7,a
2017-2018,0abc466b,Marko Arnautović,00459419,goal,81,a
2017-2018,0abc466b,Marko Arnautović,00459419,goal,89,a
2017-2018,b1b1fcc9,Jesse Lingard,810e3c74,goal,53,h
2017-2018,b1b1fcc9,Jesse Lingard,810e3c74,goal,90+1,h
2017-2018,b1b1fcc9,Ashley Barnes,2691c772,goal,3,a
2017-2018,b1b1fcc9,Steven Defour,73489527,goal,36,a
2017-2018,690be862,Molla Wagué,a440d8ca,goal,45,h
2017-2018,690be862,Kasper Schmeichel,53af52f3,own_goal,65,h
2017-2018,690be862,Riyad Mahrez,892d5bb1,goal,37,a
2017-2018,d187fd93,Álvaro Morata,129af0db,goal,46,h
2017-2018,d187fd93,Marcos Alonso,f4290206,goal,60,h
2017-2018,0d761f4b,Philippe Coutinho,0ef89a37,goal,6,h
2017-2018,0d761f4b,Roberto Firmino,4c370d81,goal,52,h
2017-2018,0d761f4b,Trent Alexander-Arnold,cd1acf9d,goal,65,h
2017-2018,0d761f4b,Roberto Firmino,4c370d81,goal,66,h
2017-2018,0d761f4b,Alex Oxlade-Chamberlain,38c7feef,goal,82,h
2017-2018,31a533e7,Raheem Sterling,b400bde0,goal,31,a
2017-2018,f0510a2c,Andros Townsend,b28bbd58,goal,49,h
2017-2018,f0510a2c,James Tomkins,e7ca0439,goal,89,h
2017-2018,f0510a2c,Shkodran Mustafi,3f2d59fe,goal,25,a
2017-2018,f0510a2c,Alexis Sánchez,2c0f8e9e,goal,62,a
2017-2018,f0510a2c,Alexis Sánchez,2c0f8e9e,goal,66,a
2017-2018,8788e1c3,Ryan Fraser,d56543a0,goal,33,h
2017-2018,8788e1c3,Ryan Fraser,d56543a0,goal,88,h
2017-2018,8788e1c3,Idrissa Gana Gueye,72c812f3,goal,57,a
2017-2018,508f7222,Antonio Rüdiger,18b896d6,goal,3,h
2017-2018,508f7222,Danny Drinkwater,2649ff32,goal,9,h
2017-2018,508f7222,Pedro,3ca7254a,goal,23,h
2017-2018,508f7222,Willian,8b9ebd03,penalty_goal,73,h
2017-2018,508f7222,Davide Zappacosta,7fe90ccd,goal,88,h
