season,matchid,player,playerid,eventtype,minute,team
2020-2021,a0d46fea,Jason,9038c2a1,yellow_red_card,70,a
2020-2021,a0d46fea,Gonçalo Guedes,e6bc67d7,red_card,73,a
2020-2021,33dd6d9f,Nolito,b2d0ec1b,goal,33,h
2020-2021,33dd6d9f,Iago Aspas,7dcf86f6,goal,61,h
2020-2021,33dd6d9f,Jaime Seoane,a62b4888,goal,84,a
2020-2021,841373ab,Luis Suárez,a6154613,goal,20,h
2020-2021,7ae82df2,Fidel,eb82b6f1,penalty_goal,52,h
2020-2021,7ae82df2,Luka Modrić,6025fab1,goal,20,a
2020-2021,1f0ac7ba,Portu,1bda5842,goal,5,a
2020-2021,6af627e0,Rubén,24279b8b,red_card,8,h
2020-2021,6af627e0,Roberto Torres,d733aa38,goal,67,h
2020-2021,6af627e0,Lucas Pérez,a300ac7e,penalty_goal,75,a
2020-2021,de88aaef,Fernando Niño,81d5c497,goal,19,h
2020-2021,de88aaef,Gerard Moreno,81f0781e,goal,54,h
2020-2021,de88aaef,Sergio León,0a0cc13c,goal,73,a
2020-2021,d296206a,Sergio Canales,a6de370d,penalty_goal,53,h
2020-2021,d296206a,Suso,4e219ad2,goal,48,a
2020-2021,bcc7eb41,Shon Weissman,379dc075,goal,37,a
2020-2021,db92bd0a,Lucas Vázquez,fd51b456,goal,6,h
2020-2021,db92bd0a,Marco Asensio,45af8a54,goal,53,h
2020-2021,22b8a289,Iker Muniain,c05dfb74,goal,25,h
2020-2021,425deb4c,Víctor Laguardia,b7c99b9b,red_card,63,h
2020-2021,425deb4c,Felipe,51a3c4c8,own_goal,84,h
2020-2021,425deb4c,Marcos Llorente,02c15616,goal,41,a
2020-2021,425deb4c,Luis Suárez,a6154613,goal,90,a
2020-2021,e0d1b5e4,Ander Barrenetxea,200e89e1,goal,46,h
2020-2021,e0d1b5e4,Jonathan Calleri,6922f806,goal,20,a
2020-2021,0f6e9976,Bryan,7b5ab7f2,goal,55,h
2020-2021,0f6e9976,Bryan,7b5ab7f2,goal,76,h
2020-2021,200fff0a,Frenkie de Jong,1bacc518,goal,27,a
2020-2021,50010d24,Maxi Gómez,4c2e9442,goal,79,h
2020-2021,50010d24,Anthony Lozano,38699c72,goal,58,a
2020-2021,31a74d4f,Iñaki Williams,6a99e0b1,goal,3,h
2020-2021,31a74d4f,Iker Muniain,c05dfb74,goal,90,h
2020-2021,31a74d4f,Pedri,0d9b2d31,goal,14,a
2020-2021,31a74d4f,Lionel Messi,d70ce98e,goal,38,a
2020-2021,31a74d4f,Lionel Messi,d70ce98e,goal,62,a
2020-2021,5934210b,Gerard Moreno,81f0781e,goal,5,a
2020-2021,5934210b,Moi Gómez,5a626448,goal,14,a
2020-2021,5934210b,Daniel Parejo,7460ca0d,goal,19,a
2020-2021,5934210b,Fernando Niño,81d5c497,goal,31,a
2020-2021,17d685e9,Youssef En-Nesyri,04e17fd5,goal,4,h
2020-2021,17d685e9,Youssef En-Nesyri,04e17fd5,goal,7,h
2020-2021,17d685e9,Youssef En-Nesyri,04e17fd5,goal,46,h
2020-2021,17d685e9,Diego Carlos,b4a014b1,own_goal,5,a
2020-2021,17d685e9,Alexander Isak,8e92be30,goal,14,a
2020-2021,820f8ab3,Jesús Vallejo,c2111b45,red_card,78,h
2020-2021,820f8ab3,Antoine Griezmann,df69b544,goal,12,a
2020-2021,820f8ab3,Lionel Messi,d70ce98e,goal,35,a
2020-2021,820f8ab3,Lionel Messi,d70ce98e,goal,42,a
2020-2021,820f8ab3,Antoine Griezmann,df69b544,goal,63,a
2020-2021,da826608,Gonzalo Melero,3902e91b,goal,65,h
2020-2021,da826608,José Luis Morales,4a478107,goal,76,h
2020-2021,da826608,Takashi Inui,61bd33d0,goal,51,a
2020-2021,ed892048,Álex Fernández,aa677a35,goal,15,h
2020-2021,ed892048,Anthony Lozano,38699c72,goal,56,h
2020-2021,ed892048,Álvaro Negredo,63b0ca6b,goal,68,h
2020-2021,ed892048,Joselu,6265208f,penalty_goal,23,a
2020-2021,ed892048,Tachi,8b625720,yellow_red_card,50,a
2020-2021,f0d90ea0,Carlos Soler,fed17f5a,goal,76,a
2020-2021,598a0118,Raúl Guti,0b2c8585,goal,4,h
2020-2021,598a0118,Iván Marcone,b14f755d,yellow_red_card,52,h
2020-2021,598a0118,Marc Cucurella,1daec722,goal,39,a
2020-2021,598a0118,Jaime Mata,02319ad7,goal,69,a
2020-2021,598a0118,Ángel Rodríguez,8cfc2f69,penalty_goal,86,a
2020-2021,2ddfb4cd,Aïssa Mandi,fbd6378b,goal,78,a
2020-2021,2ddfb4cd,Paul Akouokou,31f5b89b,yellow_red_card,82,a
2020-2021,2ddfb4cd,Antonio Sanabria,0a447501,goal,90+3,a
2020-2021,5dbb4172,Luis Javier Suárez,eeba07f8,goal,22,h
2020-2021,5dbb4172,Sergio Herrera,a4995f48,own_goal,45+1,h
2020-2021,365c041c,Ángel Correa,01eb744d,goal,17,h
2020-2021,365c041c,Saúl Ñíguez,c14bc029,goal,76,h
2020-2021,431297ad,Míchel,418f8f61,goal,71,h
2020-2021,431297ad,Joaquín Fernández,b86a64b2,goal,89,h
2020-2021,431297ad,Roque Mesa,7c4243d4,red_card,90,h
2020-2021,431297ad,Josan,5b28b2f6,goal,9,a
2020-2021,431297ad,Josan,5b28b2f6,goal,43,a
2020-2021,d1dbb92c,Alberto Perea,5496cc91,goal,4,h
2020-2021,d1dbb92c,Cala,fe05804b,goal,28,h
2020-2021,d1dbb92c,Roger Martí,0ae4e09a,goal,8,a
2020-2021,d1dbb92c,Roger Martí,0ae4e09a,goal,11,a
2020-2021,4ed0d230,Édgar Méndez,aed746df,goal,12,h
2020-2021,4ed0d230,Youssef En-Nesyri,04e17fd5,goal,3,a
2020-2021,4ed0d230,Suso,4e219ad2,goal,30,a
2020-2021,8abb68ff,Mauro Arambarri,58afe001,goal,69,h
2020-2021,3a0332a1,Sergio Canales,a6de370d,goal,25,h
2020-2021,3a0332a1,Sergio Canales,a6de370d,goal,44,h
2020-2021,3a0332a1,Santi Mina,0b90bb97,goal,15,a
2020-2021,1a0ee7c0,Rubén Peña,1f079188,goal,29,h
2020-2021,1a0ee7c0,Moi Gómez,5a626448,penalty_goal,65,h
2020-2021,1a0ee7c0,Roberto Soldado,9d66fbe3,goal,21,a
2020-2021,1a0ee7c0,Kenedy,5eebbfdf,goal,75,a
2020-2021,1a0ee7c0,Yan Brice Eteki,3d688b46,red_card,90,a
2020-2021,c6a385f0,Unai García,4a633cfe,own_goal,69,h
2020-2021,c6a385f0,Jonathan Calleri,6922f806,goal,42,a
2020-2021,3e304abe,Marko Dmitrović,ac295d9e,penalty_goal,12,h
2020-2021,3e304abe,Luis Suárez,a6154613,goal,40,a
2020-2021,3e304abe,Luis Suárez,a6154613,penalty_goal,89,a
2020-2021,9477759f,Dani Gómez,0e5ddc7c,goal,62,h
2020-2021,9477759f,Roger Martí,0ae4e09a,goal,83,h
2020-2021,9477759f,Rubén Alcaraz,036bba5f,goal,73,a
2020-2021,9477759f,Óscar Plano,7c388b20,goal,78,a
2020-2021,0ae5bca4,Youssef En-Nesyri,04e17fd5,goal,35,h
2020-2021,0ae5bca4,Youssef En-Nesyri,04e17fd5,goal,39,h
2020-2021,0ae5bca4,Youssef En-Nesyri,04e17fd5,goal,62,h
2020-2021,9deba325,Alexander Isak,8e92be30,goal,48,h
2020-2021,9deba325,Mikel Oyarzabal,8c3c640c,goal,57,h
2020-2021,9deba325,Sergio Canales,a6de370d,goal,85,a
2020-2021,9deba325,Joaquín,4c5b14d2,goal,90+2,a
2020-2021,7b89e161,Joselu,6265208f,goal,59,h
2020-2021,7b89e161,Casemiro,4d224fe8,goal,15,a
2020-2021,7b89e161,Karim Benzema,70d74ece,goal,41,a
2020-2021,7b89e161,Eden Hazard,a39bb753,goal,45+1,a
2020-2021,7b89e161,Karim Benzema,70d74ece,goal,70,a
2020-2021,1323ca2e,Ante Budimir,8f3565b3,goal,27,h
2020-2021,1323ca2e,Ante Budimir,8f3565b3,goal,39,h
2020-2021,1323ca2e,Jon Moncayola,9939e168,goal,86,h
2020-2021,1323ca2e,Facundo Roncaglia,51e3954c,yellow_red_card,88,h
2020-2021,1323ca2e,Luis Javier Suárez,eeba07f8,goal,50,a
2020-2021,582338aa,Frenkie de Jong,1bacc518,goal,39,a
2020-2021,582338aa,Riqui Puig,f090a37a,goal,89,a
2020-2021,95f9e23e,Brais Méndez,c9e39d91,goal,9,h
2020-2021,95f9e23e,Bryan,7b5ab7f2,goal,53,a
2020-2021,3bdd8d1f,João Félix,8aafd64f,goal,23,h
2020-2021,3bdd8d1f,Luis Suárez,a6154613,goal,54,h
2020-2021,3bdd8d1f,Ángel Correa,01eb744d,goal,72,h
2020-2021,3bdd8d1f,Uroš Račić,faed84db,goal,11,a
2020-2021,777d8a4e,Raúl García,b418dbd4,goal,12,h
2020-2021,777d8a4e,Yeray Álvarez,3ecc11d8,goal,50,h
2020-2021,777d8a4e,Raúl García,b418dbd4,goal,61,h
2020-2021,777d8a4e,Álex Berenguer,dc1c2fce,goal,75,h
2020-2021,777d8a4e,Óscar de Marcos,9f323c71,goal,82,h
2020-2021,777d8a4e,Marc Cucurella,1daec722,goal,1,a
2020-2021,0eee1cd8,Toni Villa,636eae97,goal,90+3,h
2020-2021,0eee1cd8,Rafa Mir,bbf5c11b,goal,37,a
2020-2021,0eee1cd8,Rafa Mir,bbf5c11b,goal,50,a
2020-2021,0eee1cd8,Rafa Mir,bbf5c11b,goal,57,a
2020-2021,6310e0ff,Lucas Ocampos,a08b974a,penalty_goal,28,a
2020-2021,6310e0ff,Joan Jordán,2a0c8ba4,goal,55,a
2020-2021,884d8817,Éder Militão,2784f898,red_card,9,h
2020-2021,884d8817,Marco Asensio,45af8a54,goal,13,h
2020-2021,884d8817,José Luis Morales,4a478107,goal,32,a
2020-2021,884d8817,Roger Martí,0ae4e09a,goal,78,a
2020-2021,86e36962,Daniel Wass,d83bbc54,goal,22,h
2020-2021,afa0c4f7,Daniel Parejo,7460ca0d,goal,3,h
2020-2021,afa0c4f7,Alexander Isak,8e92be30,goal,90+3,a
2020-2021,202304b0,Álvaro Negredo,63b0ca6b,goal,35,h
2020-2021,202304b0,Álvaro Negredo,63b0ca6b,goal,71,h
2020-2021,202304b0,Luis Suárez,a6154613,goal,28,a
2020-2021,202304b0,Saúl Ñíguez,c14bc029,goal,44,a
2020-2021,202304b0,Luis Suárez,a6154613,penalty_goal,50,a
2020-2021,202304b0,Koke,55126f3b,goal,88,a
2020-2021,cdbd8802,Lionel Messi,d70ce98e,goal,20,h
2020-2021,cdbd8802,Antoine Griezmann,df69b544,goal,74,h
2020-2021,cdbd8802,Jordi Alba,4601e194,own_goal,49,a
2020-2021,25c60357,Borja Iglesias,75645f0e,goal,79,h
2020-2021,d46ac253,Joselu,6265208f,goal,66,h
2020-2021,76f3532f,José Luis Morales,4a478107,goal,30,h
2020-2021,76f3532f,José Luis Morales,4a478107,goal,67,h
2020-2021,76f3532f,Kenedy,5eebbfdf,goal,43,a
2020-2021,76f3532f,Roberto Soldado,9d66fbe3,goal,90+2,a
2020-2021,9f400de4,Javi Galán,a4b00319,goal,48,h
2020-2021,9f400de4,Raphaël Varane,9f8e9423,goal,55,a
2020-2021,9f400de4,Raphaël Varane,9f8e9423,goal,84,a
2020-2021,8de98099,Guido Carrillo,8f898ba8,goal,49,h
2020-2021,8de98099,Lucas Boyé,d49f3e6b,goal,64,h
2020-2021,8de98099,Gerard Moreno,81f0781e,goal,16,a
2020-2021,8de98099,Gerard Moreno,81f0781e,goal,35,a
2020-2021,4ac7cf9a,Munir El Haddadi,8696bc90,goal,67,h
2020-2021,4ac7cf9a,Papu Gómez,6e4df551,goal,87,h
2020-2021,4ac7cf9a,Youssef En-Nesyri,04e17fd5,goal,89,h
2020-2021,4ac7cf9a,Djené,a4971d84,red_card,54,a
2020-2021,549f6b8b,Mikel Oyarzabal,8c3c640c,penalty_goal,26,h
2020-2021,549f6b8b,Mikel Oyarzabal,8c3c640c,goal,34,h
2020-2021,549f6b8b,Alexander Isak,8e92be30,goal,54,h
2020-2021,549f6b8b,Alexander Isak,8e92be30,goal,59,h
2020-2021,549f6b8b,Marcos Mauro López Gutiérrez,b3b62f94,red_card,45+3,a
2020-2021,549f6b8b,Jairo Izquierdo,2ceb58ab,goal,65,a
2020-2021,96b77de7,Hugo Guillamón,f7c12fbf,own_goal,43,h
2020-2021,96b77de7,Gabriel Paulista,b7ca5c51,goal,65,a
2020-2021,0a12e31b,Jonathan Calleri,6922f806,goal,18,h
2020-2021,0a12e31b,Ante Budimir,8f3565b3,goal,86,h
2020-2021,0a12e31b,Kike,e897d8ba,goal,44,a
2020-2021,36d21ebb,Borja Iglesias,75645f0e,goal,38,h
2020-2021,36d21ebb,Víctor Ruiz,b3dc6eca,goal,75,h
2020-2021,36d21ebb,Lionel Messi,d70ce98e,goal,59,a
2020-2021,36d21ebb,Víctor Ruiz,b3dc6eca,own_goal,68,a
2020-2021,36d21ebb,Francisco Trincão,77e39b04,goal,87,a
2020-2021,138e1a45,Luis Suárez,a6154613,goal,45,h
2020-2021,138e1a45,Luis Suárez,a6154613,goal,50,h
2020-2021,138e1a45,Santi Mina,0b90bb97,goal,13,a
2020-2021,138e1a45,Facundo Ferreyra,b39a793e,goal,89,a
2020-2021,58b3121d,Karim Benzema,70d74ece,goal,60,h
2020-2021,58b3121d,Ferland Mendy,3cefcaef,goal,66,h
2020-2021,df7e45e0,Santi Mina,0b90bb97,goal,45,h
2020-2021,df7e45e0,Brais Méndez,c9e39d91,goal,45+2,h
2020-2021,df7e45e0,Santi Mina,0b90bb97,goal,68,h
2020-2021,df7e45e0,Emiliano Rigoni,a1216563,goal,50,a
2020-2021,aa128ba1,Yangel Herrera,e778654a,goal,66,h
2020-2021,aa128ba1,Marcos Llorente,02c15616,goal,63,a
2020-2021,aa128ba1,Ángel Correa,01eb744d,goal,74,a
2020-2021,05a53679,Munir El Haddadi,8696bc90,goal,57,h
2020-2021,9d85a6cf,Kike,e897d8ba,goal,23,h
2020-2021,9d85a6cf,Roque Mesa,7c4243d4,penalty_goal,7,a
2020-2021,e1aa194a,Francisco Trincão,77e39b04,goal,29,h
2020-2021,e1aa194a,Lionel Messi,d70ce98e,goal,45+1,h
2020-2021,e1aa194a,Francisco Trincão,77e39b04,goal,74,h
2020-2021,e1aa194a,Lionel Messi,d70ce98e,goal,75,h
2020-2021,e1aa194a,Junior Firpo,24f59bb2,goal,80,h
2020-2021,e1aa194a,Luis Rioja,eb3dd471,goal,57,a
2020-2021,4e1141ae,Alexander Isak,8e92be30,goal,30,a
2020-2021,89c0562c,Karim Benzema,70d74ece,goal,12,h
2020-2021,89c0562c,Toni Kroos,6ce1f46f,goal,42,h
2020-2021,5b5a254c,Ante Budimir,8f3565b3,goal,74,a
2020-2021,e1fab963,Gerard Moreno,81f0781e,penalty_goal,65,h
2020-2021,e1fab963,Nabil Fekir,bece776f,goal,45,a
2020-2021,e1fab963,Emerson,df8b52a5,goal,52,a
2020-2021,2bfe195a,Álex Berenguer,dc1c2fce,goal,4,a
2020-2021,2bfe195a,Unai López,88050721,goal,15,a
2020-2021,2bfe195a,Álex Berenguer,dc1c2fce,goal,29,a
2020-2021,2bfe195a,Iñaki Williams,6a99e0b1,goal,52,a
2020-2021,2769bc44,Enis Bardhi,cac2537b,goal,17,h
2020-2021,2769bc44,Marcos Llorente,02c15616,goal,37,a
2020-2021,18fe26a4,Borja Iglesias,75645f0e,penalty_goal,84,h
2020-2021,18fe26a4,William Carvalho,dee86451,yellow_red_card,90+3,h
2020-2021,b276ffce,Dani Calvo,dd672e1f,goal,33,h
2020-2021,8048386f,Mario Hermoso,555f3a0b,own_goal,30,a
2020-2021,8048386f,Jorge de Frutos,38ce1150,goal,90+5,a
2020-2021,beb69245,Manu Vallejo,0bc4e720,goal,90+4,h
2020-2021,beb69245,Kévin Gameiro,42276181,goal,90+8,h
2020-2021,beb69245,Rubén Blanco,967f34d3,red_card,64,a
2020-2021,b811b635,Casemiro,4d224fe8,goal,65,a
2020-2021,6d9fe2eb,Lionel Messi,d70ce98e,penalty_goal,32,h
2020-2021,6d9fe2eb,Álex Fernández,aa677a35,penalty_goal,89,a
2020-2021,84043bf9,Alexander Isak,8e92be30,goal,41,h
2020-2021,84043bf9,Alexander Isak,8e92be30,goal,49,h
2020-2021,84043bf9,Alexander Isak,8e92be30,goal,62,h
2020-2021,84043bf9,Portu,1bda5842,goal,73,h
2020-2021,c1c0323d,Dani Escriche,5a36f180,goal,31,h
2020-2021,c1c0323d,Jorge Pulido,978cd030,goal,39,h
2020-2021,c1c0323d,Dimitri Foulquier,45e17712,own_goal,44,h
2020-2021,c1c0323d,Domingos Quina,41fb0f4e,goal,8,a
2020-2021,c1c0323d,Alberto Soro,452c3055,goal,59,a
2020-2021,c1c0323d,Germán Sánchez,ea9b2ef9,red_card,90+1,a
2020-2021,fa09afb6,Álex Berenguer,dc1c2fce,goal,44,h
2020-2021,fa09afb6,Gerard Moreno,81f0781e,goal,16,a
2020-2021,6f2528d7,Diego Carlos,b4a014b1,goal,19,a
2020-2021,6f2528d7,Luuk de Jong,abb3bb95,goal,49,a
2020-2021,f613c734,Lionel Messi,d70ce98e,goal,48,h
2020-2021,f613c734,Lionel Messi,d70ce98e,goal,68,h
2020-2021,f613c734,Jordi Alba,4601e194,goal,73,h
2020-2021,2d83edc5,Roger Martí,0ae4e09a,penalty_goal,33,h
2020-2021,2d83edc5,Raúl García,b418dbd4,penalty_goal,56,a
2020-2021,2d83edc5,Iñigo Martínez,3fc45c73,red_card,90+6,a
2020-2021,c81df398,Papakouli Diop,7329018e,goal,83,h
2020-2021,c81df398,Sandro Ramírez,833fb62e,goal,81,a
2020-2021,cf4341cf,Ousmane Dembélé,b19db005,goal,29,a
2020-2021,cf4341cf,Lionel Messi,d70ce98e,goal,85,a
2020-2021,48d81092,Kike Barja,aad53e64,goal,77,a
2020-2021,5b2658c3,Mauro Arambarri,58afe001,goal,39,h
2020-2021,5b2658c3,Jaime Mata,02319ad7,goal,55,h
2020-2021,5b2658c3,Carles Aleñá,6c811eb7,goal,87,h
2020-2021,5b2658c3,Mouctar Diakhaby,d2110326,red_card,51,a
2020-2021,3ebeb0f5,Jeison Murillo,b233e8e4,goal,90+4,h
2020-2021,3ebeb0f5,Fabián Orellana,c90977db,goal,70,a
2020-2021,a66b2c9c,Juanmi,84399660,goal,84,a
2020-2021,04a14d12,Domingos Quina,41fb0f4e,goal,31,h
2020-2021,04a14d12,Antonio Puertas,c77a8043,goal,79,h
2020-2021,04a14d12,Lucas Boyé,d49f3e6b,goal,40,a
2020-2021,70933a6b,Alfonso Pedraza,63f04c6c,own_goal,25,a
2020-2021,70933a6b,João Félix,8aafd64f,goal,69,a
2020-2021,b07e158b,Vinicius Júnior,7111d552,goal,89,h
2020-2021,b07e158b,Portu,1bda5842,goal,55,a
2020-2021,349ceefc,Carlos Soler,fed17f5a,penalty_goal,86,h
2020-2021,349ceefc,Gonçalo Guedes,e6bc67d7,goal,90+1,h
2020-2021,349ceefc,Gerard Moreno,81f0781e,penalty_goal,40,a
2020-2021,6f2e694b,Óscar Plano,7c388b20,goal,14,h
2020-2021,6f2e694b,Shon Weissman,379dc075,goal,24,h
2020-2021,6f2e694b,Jaime Mata,02319ad7,goal,37,a
2020-2021,6f2e694b,Jaime Mata,02319ad7,red_card,85,a
2020-2021,05a1dc64,Raúl Guti,0b2c8585,goal,70,h
2020-2021,05a1dc64,Guido Carrillo,8f898ba8,goal,76,h
2020-2021,05a1dc64,Luuk de Jong,abb3bb95,goal,90,a
2020-2021,6685c17a,Álvaro Negredo,63b0ca6b,goal,40,h
2020-2021,5c84db99,Jordi Alba,4601e194,goal,30,a
2020-2021,5c84db99,Ilaix Moriba,f4c69aa6,goal,83,a
2020-2021,0cc70a2b,Dimitris Siovas,92d38e6c,goal,14,h
2020-2021,0cc70a2b,Rafa Mir,bbf5c11b,goal,16,h
2020-2021,0cc70a2b,David Ferreiro,8970907e,goal,74,h
2020-2021,0cc70a2b,Santi Mina,0b90bb97,goal,5,a
2020-2021,0cc70a2b,Nolito,b2d0ec1b,goal,37,a
2020-2021,0cc70a2b,Hugo Mallo,cb574619,goal,52,a
2020-2021,0cc70a2b,Fran Beltrán,ed5c5fa3,goal,76,a
2020-2021,5011dc24,Luis Suárez,a6154613,goal,15,h
2020-2021,5011dc24,Karim Benzema,70d74ece,goal,88,a
2020-2021,1bca69e9,Mikel Merino,d080ed5e,goal,10,h
2020-2021,79d0df70,Asier Villalibre,57be54ec,goal,3,h
2020-2021,79d0df70,Álex Berenguer,dc1c2fce,goal,90+1,h
2020-2021,79d0df70,Jorge Molina,43f71e77,goal,78,a
2020-2021,54ba655a,Borja Iglesias,75645f0e,penalty_goal,61,h
2020-2021,54ba655a,Joaquín,4c5b14d2,goal,81,h
2020-2021,54ba655a,Borja Iglesias,75645f0e,goal,88,h
2020-2021,54ba655a,Joselu,6265208f,goal,12,a
2020-2021,54ba655a,Édgar Méndez,aed746df,goal,24,a
2020-2021,ad5516fe,Marcos Llorente,02c15616,goal,45+2,h
2020-2021,ad5516fe,Luis Suárez,a6154613,penalty_goal,51,h
2020-2021,ad5516fe,Iker Muniain,c05dfb74,goal,21,a
2020-2021,1ae33774,Roger Martí,0ae4e09a,goal,18,h
2020-2021,831d1a26,Joselu,6265208f,penalty_goal,36,h
2020-2021,831d1a26,Manu García,05a4465d,yellow_red_card,81,h
2020-2021,831d1a26,Álex Fernández,aa677a35,penalty_goal,84,a
2020-2021,50375aac,Karim Benzema,70d74ece,goal,73,h
2020-2021,50375aac,Karim Benzema,70d74ece,goal,90+1,h
2020-2021,50375aac,Dani Calvo,dd672e1f,goal,61,a
2020-2021,eb711323,Allan Nyom,97572117,red_card,70,h
2020-2021,2ec46088,Germán Sánchez,ea9b2ef9,goal,51,h
2020-2021,700380cc,Sergi Enrich,bb4b1242,goal,55,h
2020-2021,700380cc,Moi Gómez,5a626448,goal,1,a
2020-2021,700380cc,Carlos Bacca,09a9e921,goal,34,a
2020-2021,700380cc,Étienne Capoue,5acc4a10,red_card,80,a
2020-2021,700380cc,Alfonso Pedraza,63f04c6c,goal,87,a
2020-2021,d72acae8,Youssef En-Nesyri,04e17fd5,goal,27,h
2019-2020,5dc61284,Aritz Aduriz,293211e1,goal,89,h
2019-2020,b4affa1c,Iker Losada,41521385,goal,90+1,h
2019-2020,b4affa1c,Karim Benzema,70d74ece,goal,12,a
2019-2020,b4affa1c,Luka Modrić,6025fab1,red_card,56,a
2019-2020,b4affa1c,Toni Kroos,6ce1f46f,goal,61,a
2019-2020,b4affa1c,Lucas Vázquez,fd51b456,goal,80,a
2019-2020,b51e5fac,Kévin Gameiro,42276181,goal,58,h
2019-2020,b51e5fac,Francis Coquelin,a6951bf8,yellow_red_card,90+10,h
2019-2020,b51e5fac,Mikel Oyarzabal,8c3c640c,penalty_goal,90+11,a
2019-2020,105b7e35,Dani Rodríguez,70f8e0bd,goal,4,h
2019-2020,105b7e35,Paulo Oliveira,a8fbae1d,own_goal,75,h
2019-2020,105b7e35,Paulo Oliveira,a8fbae1d,goal,57,a
2019-2020,4eeb397f,Óscar Rodríguez Arnaiz,19709006,red_card,90+3,h
2019-2020,4eeb397f,Ezequiel Ávila,253a06b9,goal,75,a
2019-2020,9ff52815,Santi Cazorla,e2e9c250,penalty_goal,35,h
2019-2020,9ff52815,Moi Gómez,5a626448,goal,53,h
2019-2020,9ff52815,Gerard Moreno,81f0781e,goal,65,h
2019-2020,9ff52815,Samuel Chukwueze,b8a642fc,goal,73,h
2019-2020,9ff52815,Fede Vico,f681a8ef,penalty_goal,45+6,a
2019-2020,9ff52815,Rubén Peña,1f079188,own_goal,62,a
2019-2020,9ff52815,Roberto Soldado,9d66fbe3,goal,75,a
2019-2020,9ff52815,Antonio Puertas,c77a8043,goal,81,a
2019-2020,040e9cf0,Joselu,6265208f,goal,54,h
2019-2020,c8b119ae,Sergio Reguilón,3353737a,goal,44,a
2019-2020,c8b119ae,Nolito,b2d0ec1b,goal,86,a
2019-2020,021601e1,Joel Robles,cda0b317,red_card,8,h
2019-2020,021601e1,Loren Morón,3aa4a3be,goal,68,h
2019-2020,021601e1,Sergi Guardiola,32974271,goal,63,a
2019-2020,021601e1,Óscar Plano,7c388b20,goal,89,a
2019-2020,d7fd9fba,Álvaro Morata,129af0db,goal,23,h
2019-2020,d7fd9fba,Renan Lodi,ed9f7cfe,yellow_red_card,42,h
2019-2020,d7fd9fba,Jorge Molina,43f71e77,red_card,38,a
2019-2020,7033f8a3,Joan Jordán,2a0c8ba4,goal,52,a
2019-2020,97bc65ff,Roger Martí,0ae4e09a,penalty_goal,68,h
2019-2020,97bc65ff,Roger Martí,0ae4e09a,penalty_goal,73,h
2019-2020,97bc65ff,Gerard Moreno,81f0781e,goal,3,a
2019-2020,0228ea4a,Karim Benzema,70d74ece,goal,82,h
2019-2020,0228ea4a,Sergi Guardiola,32974271,goal,88,a
2019-2020,8a7e749c,Gabriel Fernández,36c5f77b,goal,15,h
2019-2020,540b1e77,Jaime Mata,02319ad7,goal,12,h
2019-2020,540b1e77,Raúl García,b418dbd4,goal,6,a
2019-2020,b7d8ee1f,Martin Ødegaard,79300479,goal,83,a
2019-2020,6d072666,Vitolo,db750822,goal,71,a
2019-2020,d102478f,Antoine Griezmann,df69b544,goal,41,h
2019-2020,d102478f,Antoine Griezmann,df69b544,goal,50,h
2019-2020,d102478f,Carles Pérez,a8f21b9f,goal,56,h
2019-2020,d102478f,Jordi Alba,4601e194,goal,60,h
2019-2020,d102478f,Arturo Vidal,67cdbc0e,goal,77,h
2019-2020,d102478f,Nabil Fekir,bece776f,goal,15,a
2019-2020,d102478f,Loren Morón,3aa4a3be,goal,79,a
2019-2020,d6c00014,Franco Vázquez,467bae22,goal,81,h
2019-2020,d6c00014,Denis Suárez,12c50af5,goal,84,a
2019-2020,3cd2d4b6,Iñaki Williams,6a99e0b1,goal,11,h
2019-2020,3cd2d4b6,Raúl García,b418dbd4,goal,28,h
2019-2020,449e376d,Roberto Torres,d733aa38,goal,7,h
2019-2020,449e376d,Roberto Torres,d733aa38,penalty_goal,81,h
2019-2020,449e376d,Ansu Fati,0ba976e4,goal,51,a
2019-2020,449e376d,Arthur Melo,48b3dd60,goal,64,a
2019-2020,b253bb1f,Sergio León,0a0cc13c,goal,83,h
2019-2020,b253bb1f,José Luis Morales,4a478107,goal,90+3,h
2019-2020,bf8782ff,Jorge Molina,43f71e77,goal,24,h
2019-2020,bf8782ff,Joselu,6265208f,goal,31,a
2019-2020,a6f336b9,Loren Morón,3aa4a3be,goal,54,h
2019-2020,a6f336b9,Nabil Fekir,bece776f,goal,61,h
2019-2020,a6f336b9,Martin Braithwaite,fd771f95,goal,50,a
2019-2020,224956c3,Daniel Parejo,7460ca0d,penalty_goal,43,h
2019-2020,224956c3,Daniel Parejo,7460ca0d,penalty_goal,57,h
2019-2020,a00c7985,João Félix,8aafd64f,goal,27,h
2019-2020,a00c7985,Vitolo,db750822,goal,52,h
2019-2020,a00c7985,Thomas Partey,529f49ab,goal,90,h
2019-2020,a00c7985,Charles,c4b8bcf4,goal,7,a
2019-2020,a00c7985,Anaitz Arbilla,850c0a0d,goal,19,a
2019-2020,b829ee3e,Antonio Puertas,c77a8043,goal,13,a
2019-2020,b829ee3e,Carlos Fernández,e08647d6,goal,68,a
2019-2020,b829ee3e,Ramon Azeez,0cc474e7,goal,74,a
2019-2020,36e7920a,Gerard Moreno,81f0781e,goal,12,h
2019-2020,36e7920a,Moi Gómez,5a626448,goal,74,h
2019-2020,36e7920a,Gareth Bale,a58bb1e1,goal,45+1,a
